source_table,purpose,insert_row_count,primary_key,indexes,declared_fks,logical_relationships,model_refs,controller_refs,service_helper_refs,report_refs,sensitive_fields,status_fields,duplicate_legacy_evidence,target_table,target_module,decision,legacy_id_mapping,validation_rule,migration_risk
posts,Legacy records for posts; business semantics beyond schema/source references are UNVERIFIED.,4,id,"[{""kind"":""UNIQUE"",""name"":""posts_slug_unique"",""columns"":[""slug""]}]",[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,src/app/Http/Controllers/PageController.php:20 | src/app/Http/Controllers/Admin/AuthenticationController.php:21 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:25 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:67 | src/app/Http/Controllers/Admin/VoyagerArcController.php:25 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:34 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:25 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:54 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:25 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:16 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:25 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:15 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:25 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:25 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:25 | src/app/Http/Controllers/Admin/VoyagerReportController.php:25 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:30 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:21 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:25,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,status,None evidenced by name/schema alone.,legacy_platform.posts,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=4; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
professional_certificates,Planned feature: professional certificates per candidate. Fully defined DDL with user_id/country_id/institute_name/certificate_file_path/status. No model, no controller, no BREAD, 0 rows. Planned but unimplemented. Preserve read-only in migration staging; do not silently discard.,0,id,[],[],user_id->users.id [INFERRED] | country_id->countries.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"institute_name,certificate_file_path",status,None evidenced by name/schema alone.,operations.professional_certificates,operations,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=0; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
reports,Legacy records for reports; business semantics beyond schema/source references are UNVERIFIED.,17,id,[],[],UNVERIFIED: no safe relationship inferred,src/app/Models/Report.php:8,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:161 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:24 | src/app/Http/Controllers/Admin/VoyagerReportController.php:195 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:193 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:24,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,name,status,None evidenced by name/schema alone.,operations.reports,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=17; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
roles,Legacy records for roles; business semantics beyond schema/source references are UNVERIFIED.,13,id,"[{""kind"":""UNIQUE"",""name"":""roles_name_unique"",""columns"":[""name""]}]",[],UNVERIFIED: no safe relationship inferred,src/app/Models/Candidate.php:84 | src/app/Models/Role.php:12,src/app/Http/Controllers/Admin/VoyagerAgencierController.php:7 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:221 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:501 | src/app/Http/Controllers/Admin/VoyagerCompanierController.php:7 | src/app/Http/Controllers/Admin/VoyagerEmployeeController.php:7 | src/app/Http/Controllers/Admin/VoyagerEmployerController.php:7 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:223 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:53 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:205 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:207 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:7 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:254 | src/app/Http/Controllers/Admin/VoyagerUserController.php:6,src/app/Helpers/CommonClass.php:218,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,display_name",none,None evidenced by name/schema alone.,iam.roles,iam,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=13; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
selected_candidates,Legacy records for selected candidates; business semantics beyond schema/source references are UNVERIFIED.,207,id,[],[],candidate_id->candidates.id [INFERRED],src/app/Models/SelectedCandidate.php:8,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,candidate.selected_candidates,candidate,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=207; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
settings,Legacy records for settings; business semantics beyond schema/source references are UNVERIFIED.,10,id,"[{""kind"":""UNIQUE"",""name"":""settings_key_unique"",""columns"":[""key""]}]",[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,display_name,none,None evidenced by name/schema alone.,legacy_platform.settings,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=10; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
skill_list,Legacy records for skill list; business semantics beyond schema/source references are UNVERIFIED.,0,id,[],[],user_id->users.id [INFERRED],src/app/Models/SkillList.php:8,src/app/Http/Controllers/PageController.php:16 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:21,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,skill_name,none,None evidenced by name/schema alone.,operations.skill_list,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=0; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
skills,Legacy records for skills; business semantics beyond schema/source references are UNVERIFIED.,289,id,[],[],user_id->users.id [INFERRED],src/app/Models/Skill.php:8,src/app/Http/Controllers/PageController.php:15 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:20,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"institute_name,certificate_file_path",status,None evidenced by name/schema alone.,operations.skills,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=289; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
sub_agent_payment_requests,Legacy records for sub agent payment requests; business semantics beyond schema/source references are UNVERIFIED.,1,id,[],[],sub_agent_id->sub_agents.id [INFERRED] | group_id->class_groups.id [INFERRED] | candidate_id->candidates.id [INFERRED] | payment_id->payments.id [INFERRED],src/app/Models/SubAgentPaymentRequest.php:8,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:12 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:19 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:8,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"amount,remarks",status,None evidenced by name/schema alone.,finance.payment_requests,finance,MERGE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
sub_agents,Legacy records for sub agents; business semantics beyond schema/source references are UNVERIFIED.,12,id,[],[],agent_id->agents.id [INFERRED],src/app/Models/Candidate.php:26 | src/app/Models/Payment.php:14 | src/app/Models/SubAgent.php:8 | src/app/Models/SubAgentPaymentRequest.php:13,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:13 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:94 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:11 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:22 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:98 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:8 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:7,src/app/Helpers/CommonClass.php:7,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,email,secondary_email,mobile,secondary_mobile,emergency_mobile,bid,bid_file_path,nid,nid_file_path,passport_no,passport_issue_date,passport_expire_date,passport_file_path,dob,full_photo_file_path,half_photo_file_path,father_name,mother_name,present_address_house,present_address_road,present_address_village,present_address_post,present_address_thana_id,present_address_district_id,present_address_division_id,permanent_address_house,permanent_address_road,permanent_address_village,permanent_address_post,permanent_address_thana_id,permanent_address_district_id,permanent_address_division_id,balance,cv_file_path",status,None evidenced by name/schema alone.,operations.sub_agents,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=12; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
teachers,Legacy records for teachers; business semantics beyond schema/source references are UNVERIFIED.,2,id,[],[],UNVERIFIED: no safe relationship inferred,src/app/Models/ClassSchedule.php:19 | src/app/Models/Teacher.php:10,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:23 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:9 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:35 | src/app/Http/Controllers/Admin/VoyagerUserController.php:60,src/app/Helpers/CommonClass.php:22,teacher-schedule: src/app/Http/Controllers/Admin/VoyagerReportController.php::teacherSchedule; src/resources/views/vendor/voyager/reports/print/teacher-schedule.blade.php,"name,email,secondary_email,mobile,secondary_mobile,emergency_mobile,bid,bid_file_path,nid,nid_file_path,passport_no,passport_issue_date,passport_expire_date,passport_file_path,dob,full_photo_file_path,half_photo_file_path,father_name,mother_name,present_address_house,present_address_road,present_address_village,present_address_post,present_address_thana_id,present_address_district_id,present_address_division_id,permanent_address_house,permanent_address_road,permanent_address_village,permanent_address_post,permanent_address_thana_id,permanent_address_district_id,permanent_address_division_id,balance,cv_file_path",status,None evidenced by name/schema alone.,operations.teachers,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=2; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
temp_candidates,Legacy records for temp candidates; business semantics beyond schema/source references are UNVERIFIED.,289,UNVERIFIED: no PK declared in dump,[],[],agent_id->agents.id [INFERRED] | class_group_id->class_groups.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,email,mobile,passport_no",none,"Backup/temp naming is direct legacy-copy evidence; archive, do not union automatically.",archive.temp_candidates,archive,ARCHIVE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=289; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
thanas,Legacy records for thanas; business semantics beyond schema/source references are UNVERIFIED.,562,UNVERIFIED: no PK declared in dump,[],[],district_id->districts.id [INFERRED],src/app/Models/Thana.php:8,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,bn_name",none,None evidenced by name/schema alone.,operations.thanas,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=562; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
ticket_companies,Legacy records for ticket companies; business semantics beyond schema/source references are UNVERIFIED.,1,id,[],[],country_id->countries.id [INFERRED],src/app/Models/TicketCompany.php:8,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,email,mobile,address,bank_account_name_1,bank_account_no_1,bank_name_1,bank_branch_name_1,bank_swift_no_1,bank_iban_no_1,bank_account_name_2,bank_account_no_2,bank_name_2,bank_branch_name_2,bank_swift_no_2,bank_iban_no_2,signature",status,None evidenced by name/schema alone.,operations.ticket_companies,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
ticket_invoice_lines,Legacy records for ticket invoice lines; business semantics beyond schema/source references are UNVERIFIED.,1130,id,[],[],ticket_invoice_id->ticket_invoices.id [INFERRED] | candidate_id->candidates.id [INFERRED],src/app/Models/TicketInvoice.php:25 | src/app/Models/TicketInvoiceLine.php:8,src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:13,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,passport_no,remarks,total_amount",is_candidate,None evidenced by name/schema alone.,finance.ticket_invoice_lines,finance,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1130; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
ticket_invoice_money_receipts,Legacy records for ticket invoice money receipts; business semantics beyond schema/source references are UNVERIFIED.,45,id,[],[],ticket_invoice_id->ticket_invoices.id [INFERRED],src/app/Models/TicketInvoiceMoneyReceipt.php:8,src/app/Http/Controllers/Admin/VoyagerReportController.php:860 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:6,UNVERIFIED: no canonical service/helper reference found,money-receipt-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::moneyReceiptReport; src/resources/views/vendor/voyager/reports/print/money-receipt-report.blade.php,"amount,remarks",none,None evidenced by name/schema alone.,finance.ticket_invoice_money_receipts,finance,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=45; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
ticket_invoices,Legacy records for ticket invoices; business semantics beyond schema/source references are UNVERIFIED.,111,id,[],[],ticket_company_id->ticket_companies.id [INFERRED] | companier_id->companiers.id [INFERRED] | agencier_id->agenciers.id [INFERRED] | agent_id->agents.id [INFERRED] | candidate_id->candidates.id [INFERRED],src/app/Models/TicketInvoice.php:8 | src/app/Models/TicketInvoiceMoneyReceipt.php:12,src/app/Http/Controllers/Admin/VoyagerReportController.php:830 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:12 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:5,UNVERIFIED: no canonical service/helper reference found,tickets-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::ticketsReport; src/resources/views/vendor/voyager/reports/print/tickets-report.blade.php | money-receipt-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::moneyReceiptReport; src/resources/views/vendor/voyager/reports/print/money-receipt-report.blade.php,"bill_to_name,bill_to_email,bill_to_mobile,bill_to_address,tax_amount,bank_account_name_1,bank_account_no_1,bank_name_1,bank_branch_name_1,bank_swift_no_1,bank_iban_no_1,bank_account_name_2,bank_account_no_2,bank_name_2,bank_branch_name_2,bank_swift_no_2,bank_iban_no_2,remarks",status,None evidenced by name/schema alone.,finance.ticket_invoices,finance,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=111; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
trainings,User/candidate profile training history.,389,id,[],[],user_id->users.id [INFERRED] | country_id->countries.id [INFERRED],src/app/Models/Training.php:8,src/app/Http/Controllers/PageController.php:17 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:24,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"institute_name,certificate_file_path,address",status,Near-name collision but materially different columns/ownership; do not merge without business keys.,profile.trainings,profile,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=389; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
translations,Legacy records for translations; business semantics beyond schema/source references are UNVERIFIED.,30,id,"[{""kind"":""UNIQUE"",""name"":""translations_table_name_column_name_foreign_key_locale_unique"",""columns"":[""table_name"",""column_name"",""foreign_key"",""locale""]}]",[],UNVERIFIED: no safe relationship inferred,UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"table_name,column_name",none,None evidenced by name/schema alone.,legacy_platform.translations,legacy_platform,IGNORE,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=30; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
unions,Legacy records for unions; business semantics beyond schema/source references are UNVERIFIED.,4540,UNVERIFIED: no PK declared in dump,[],[],UNVERIFIED: no safe relationship inferred,src/app/Models/Role.php:24,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,bn_name",none,None evidenced by name/schema alone.,operations.unions,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=4540; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
upazilas,Legacy records for upazilas; business semantics beyond schema/source references are UNVERIFIED.,494,UNVERIFIED: no PK declared in dump,[],[],district_id->districts.id [INFERRED],UNVERIFIED: no canonical model maps to this table by explicit $table or Laravel naming convention,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,bn_name",none,None evidenced by name/schema alone.,operations.upazilas,operations,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=494; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
user_roles,Legacy records for user roles; business semantics beyond schema/source references are UNVERIFIED.,1,"user_id,role_id","[{""kind"":""INDEX"",""name"":""user_roles_user_id_index"",""columns"":[""user_id""]},{""kind"":""INDEX"",""name"":""user_roles_role_id_index"",""columns"":[""role_id""]}]","[{""name"":""user_roles_role_id_foreign"",""columns"":[""role_id""],""ref_table"":""roles"",""ref_columns"":[""id""],""actions"":""ON DELETE CASCADE""},{""name"":""user_roles_user_id_foreign"",""columns"":[""user_id""],""ref_table"":""users"",""ref_columns"":[""id""],""actions"":""ON DELETE CASCADE""}]",role_id->roles.id [CONFIRMED] | user_id->users.id [CONFIRMED],src/app/Models/Role.php:22,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,none identified by field-name heuristic,none,None evidenced by name/schema alone.,iam.user_roles,iam,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,MEDIUM
user_types,Legacy records for user types; business semantics beyond schema/source references are UNVERIFIED.,6,id,[],[],UNVERIFIED: no safe relationship inferred,src/app/Models/UserType.php:7,UNVERIFIED: no canonical controller reference found,UNVERIFIED: no canonical service/helper reference found,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,name,status,None evidenced by name/schema alone.,iam.user_types,iam,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=6; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
users,Legacy records for users; business semantics beyond schema/source references are UNVERIFIED.,2154,id,"[{""kind"":""UNIQUE"",""name"":""users_email_unique"",""columns"":[""email""]},{""kind"":""INDEX"",""name"":""users_role_id_foreign"",""columns"":[""role_id""]}]","[{""name"":""users_role_id_foreign"",""columns"":[""role_id""],""ref_table"":""roles"",""ref_columns"":[""id""],""actions"":""""}]",role_id->roles.id [CONFIRMED] | user_type_id->user_types.id [INFERRED] | agent_id->agents.id [INFERRED] | sub_agent_id->sub_agents.id [INFERRED] | teacher_id->teachers.id [INFERRED] | employee_id->employees.id [INFERRED] | candidate_id->candidates.id [INFERRED] | employer_id->employers.id [INFERRED] | agencier_id->agenciers.id [INFERRED] | companier_id->companiers.id [INFERRED],src/app/Models/Candidate.php:49 | src/app/Models/Companier.php:20 | src/app/Models/Employee.php:26 | src/app/Models/Employer.php:26 | src/app/Models/Invoice.php:34 | src/app/Models/Notification.php:15 | src/app/Models/Payment.php:22 | src/app/Models/Role.php:18 | src/app/Models/Teacher.php:49 | src/app/Models/User.php:9,src/app/Http/Controllers/ApiController.php:7 | src/app/Http/Controllers/PageController.php:18 | src/app/Http/Controllers/Admin/AuthenticationController.php:24 | src/app/Http/Controllers/Admin/VoyagerAgencierController.php:16 | src/app/Http/Controllers/Admin/VoyagerAgencyController.php:61 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:17 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:14 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:19 | src/app/Http/Controllers/Admin/VoyagerArcController.php:61 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:10 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:22 | src/app/Http/Controllers/Admin/VoyagerCompanierController.php:16 | src/app/Http/Controllers/Admin/VoyagerCompanyController.php:61 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:6 | src/app/Http/Controllers/Admin/VoyagerEmployeeController.php:16 | src/app/Http/Controllers/Admin/VoyagerEmployerController.php:16 | src/app/Http/Controllers/Admin/VoyagerExamController.php:62 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:92 | src/app/Http/Controllers/Admin/VoyagerFlightScheduleController.php:61 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:117 | src/app/Http/Controllers/Admin/VoyagerLabourContractController.php:61 | src/app/Http/Controllers/Admin/VoyagerManpowerController.php:61 | src/app/Http/Controllers/Admin/VoyagerMedicalMinistryController.php:61 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:40 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:19 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:141 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:9 | src/app/Http/Controllers/Admin/VoyagerPoliceClearanceController.php:61 | src/app/Http/Controllers/Admin/VoyagerProfileController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:61 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:20 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:10 | src/app/Http/Controllers/Admin/VoyagerTeacherController.php:16 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:117 | src/app/Http/Controllers/Admin/VoyagerUserController.php:17 | src/app/Http/Controllers/Admin/VoyagerVisaImmigrationController.php:61 | src/app/Http/Controllers/Auth/ConfirmPasswordController.php:25 | src/app/Http/Controllers/Auth/ForgotPasswordController.php:17 | src/app/Http/Controllers/Auth/LoginController.php:16 | src/app/Http/Controllers/Auth/RegisterController.php:7 | src/app/Http/Controllers/Auth/ResetPasswordController.php:25 | src/app/Http/Controllers/Auth/VerificationController.php:17,src/app/Services/EmailService.php:26 | src/app/Helpers/CommonClass.php:29,UNVERIFIED: definitive active report catalog contains no query/view reference to this table,"name,email,email_verified_at,password,remember_token",status,None evidenced by name/schema alone.,iam.users,iam,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=2154; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
visa_immigrations,Legacy records for visa immigrations; business semantics beyond schema/source references are UNVERIFIED.,1045,id,[],[],candidate_id->candidates.id [INFERRED],src/app/Models/Candidate.php:59 | src/app/Models/VisaImmigration.php:8,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:38 | src/app/Http/Controllers/Admin/VoyagerReportController.php:461,src/app/Helpers/CommonClass.php:23,selected-candidate-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::selectedCandidateReport; src/resources/views/vendor/voyager/reports/print/selected-candidate-report.blade.php | flight-schedule: src/app/Http/Controllers/Admin/VoyagerReportController.php::flightSchedule; src/resources/views/vendor/voyager/reports/print/flight-schedule.blade.php | candidate-resume-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::candidateResumeReport; src/resources/views/vendor/voyager/reports/print/candidate-resume-report.blade.php | candidate-list-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::candidateListReport; src/resources/views/vendor/voyager/reports/print/candidate-list-report.blade.php | visa-report: src/app/Http/Controllers/Admin/VoyagerReportController.php::visaReport; src/resources/views/vendor/voyager/reports/print/visa-report.blade.php,document_file_path,status,None evidenced by name/schema alone.,candidate.visa_immigrations,candidate,KEEP,"legacy_key_map(source_system='manpower_mysql',source_table,source_id)->target_type,target_id; unique on source triplet",source INSERT tuples=1045; reconcile target lineage count and PK uniqueness; compare deterministic field hashes excluding approved transforms,HIGH
