legacy_permission_id,legacy_key,table_name,proposed_stable_key,route_controller_actions,row_scope,document_access,report_access,evidence
88,edit_candidates,candidates,candidate.candidates.edit,src/app/Http/Controllers/ApiController.php:6 | src/app/Http/Controllers/PageController.php:7 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:7 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:7 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:8 | src/app/Http/Controllers/Admin/VoyagerExamController.php:6 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:6 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:5 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:5 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:8 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:6 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:9 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:7 | src/app/Http/Controllers/Admin/VoyagerUserController.php:56 | src/routes/admin.php:20 | src/routes/api.php:21 | src/routes/web.php:29,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
89,add_candidates,candidates,candidate.candidates.add,src/app/Http/Controllers/ApiController.php:6 | src/app/Http/Controllers/PageController.php:7 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:7 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:7 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:8 | src/app/Http/Controllers/Admin/VoyagerExamController.php:6 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:6 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:5 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:5 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:8 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:6 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:9 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:7 | src/app/Http/Controllers/Admin/VoyagerUserController.php:56 | src/routes/admin.php:20 | src/routes/api.php:21 | src/routes/web.php:29,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
90,delete_candidates,candidates,candidate.candidates.delete,src/app/Http/Controllers/ApiController.php:6 | src/app/Http/Controllers/PageController.php:7 | src/app/Http/Controllers/Admin/VoyagerAgentController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:7 | src/app/Http/Controllers/Admin/VoyagerAnnouncementsController.php:7 | src/app/Http/Controllers/Admin/VoyagerCandidateDocumentController.php:6 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:8 | src/app/Http/Controllers/Admin/VoyagerExamController.php:6 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:6 | src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:5 | src/app/Http/Controllers/Admin/VoyagerLicenseController.php:5 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:8 | src/app/Http/Controllers/Admin/VoyagerNotificationsController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:7 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:6 | src/app/Http/Controllers/Admin/VoyagerSubAgentController.php:9 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:6 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:7 | src/app/Http/Controllers/Admin/VoyagerUserController.php:56 | src/routes/admin.php:20 | src/routes/api.php:21 | src/routes/web.php:29,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
91,browse_class_groups,class_groups,operations.class_groups.browse,src/app/Http/Controllers/ApiController.php:37 | src/app/Http/Controllers/PageController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:31 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:9 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:847 | src/app/Http/Controllers/Admin/VoyagerReportController.php:440 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:243,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
92,read_class_groups,class_groups,operations.class_groups.read,src/app/Http/Controllers/ApiController.php:37 | src/app/Http/Controllers/PageController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:31 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:9 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:847 | src/app/Http/Controllers/Admin/VoyagerReportController.php:440 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:243,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
93,edit_class_groups,class_groups,operations.class_groups.edit,src/app/Http/Controllers/ApiController.php:37 | src/app/Http/Controllers/PageController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:31 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:9 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:847 | src/app/Http/Controllers/Admin/VoyagerReportController.php:440 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:243,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
94,add_class_groups,class_groups,operations.class_groups.add,src/app/Http/Controllers/ApiController.php:37 | src/app/Http/Controllers/PageController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:31 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:9 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:847 | src/app/Http/Controllers/Admin/VoyagerReportController.php:440 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:243,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
95,delete_class_groups,class_groups,operations.class_groups.delete,src/app/Http/Controllers/ApiController.php:37 | src/app/Http/Controllers/PageController.php:8 | src/app/Http/Controllers/Admin/VoyagerAjaxController.php:31 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:9 | src/app/Http/Controllers/Admin/VoyagerExamResultController.php:7 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:847 | src/app/Http/Controllers/Admin/VoyagerReportController.php:440 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:243,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
96,browse_announcements,announcements,operations.announcements.browse,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
97,read_announcements,announcements,operations.announcements.read,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
98,edit_announcements,announcements,operations.announcements.edit,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
99,add_announcements,announcements,operations.announcements.add,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
100,delete_announcements,announcements,operations.announcements.delete,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
101,browse_class_schedules,class_schedules,operations.class_schedules.browse,src/app/Http/Controllers/Admin/VoyagerClassScheduleController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
102,read_class_schedules,class_schedules,operations.class_schedules.read,src/app/Http/Controllers/Admin/VoyagerClassScheduleController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
103,edit_class_schedules,class_schedules,operations.class_schedules.edit,src/app/Http/Controllers/Admin/VoyagerClassScheduleController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
104,add_class_schedules,class_schedules,operations.class_schedules.add,src/app/Http/Controllers/Admin/VoyagerClassScheduleController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
105,delete_class_schedules,class_schedules,operations.class_schedules.delete,src/app/Http/Controllers/Admin/VoyagerClassScheduleController.php:6 | src/app/Http/Controllers/Admin/VoyagerReportController.php:624,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
106,browse_payments,payments,finance.payments.browse,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:10 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:79 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:17 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:8 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:91 | src/app/Http/Controllers/Admin/VoyagerReportController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:93 | src/routes/admin.php:49,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
107,read_payments,payments,finance.payments.read,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:10 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:79 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:17 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:8 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:91 | src/app/Http/Controllers/Admin/VoyagerReportController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:93 | src/routes/admin.php:49,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
108,edit_payments,payments,finance.payments.edit,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:10 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:79 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:17 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:8 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:91 | src/app/Http/Controllers/Admin/VoyagerReportController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:93 | src/routes/admin.php:49,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
109,add_payments,payments,finance.payments.add,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:10 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:79 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:17 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:8 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:91 | src/app/Http/Controllers/Admin/VoyagerReportController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:93 | src/routes/admin.php:49,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
110,delete_payments,payments,finance.payments.delete,src/app/Http/Controllers/Admin/VoyagerAjaxController.php:10 | src/app/Http/Controllers/Admin/VoyagerDatabaseController.php:79 | src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:17 | src/app/Http/Controllers/Admin/VoyagerPaymentController.php:8 | src/app/Http/Controllers/Admin/VoyagerPaymentRequestController.php:91 | src/app/Http/Controllers/Admin/VoyagerReportController.php:7 | src/app/Http/Controllers/Admin/VoyagerSubAgentPaymentRequestController.php:93 | src/routes/admin.php:49,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
111,browse_reports,reports,operations.reports.browse,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:161 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:24 | src/app/Http/Controllers/Admin/VoyagerReportController.php:195 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:193 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:24 | src/routes/admin.php:17,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
112,read_reports,reports,operations.reports.read,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:161 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:24 | src/app/Http/Controllers/Admin/VoyagerReportController.php:195 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:193 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:24 | src/routes/admin.php:17,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
113,edit_reports,reports,operations.reports.edit,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:161 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:24 | src/app/Http/Controllers/Admin/VoyagerReportController.php:195 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:193 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:24 | src/routes/admin.php:17,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
114,add_reports,reports,operations.reports.add,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:161 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:24 | src/app/Http/Controllers/Admin/VoyagerReportController.php:195 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:193 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:24 | src/routes/admin.php:17,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
115,delete_reports,reports,operations.reports.delete,src/app/Http/Controllers/Admin/VoyagerInvoiceController.php:161 | src/app/Http/Controllers/Admin/VoyagerInvoiceMoneyReceiptController.php:24 | src/app/Http/Controllers/Admin/VoyagerReportController.php:195 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceController.php:193 | src/app/Http/Controllers/Admin/VoyagerTicketInvoiceMoneyReceiptController.php:24 | src/routes/admin.php:17,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
116,add_agent_panels,agent,operations.agent_panels.add,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
117,browse_euro_to_bdt_rates,euro_to_bdt_rates,finance.euro_to_bdt_rates.browse,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
118,read_euro_to_bdt_rates,euro_to_bdt_rates,finance.euro_to_bdt_rates.read,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
119,edit_euro_to_bdt_rates,euro_to_bdt_rates,finance.euro_to_bdt_rates.edit,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
120,add_euro_to_bdt_rates,euro_to_bdt_rates,finance.euro_to_bdt_rates.add,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
121,delete_euro_to_bdt_rates,euro_to_bdt_rates,finance.euro_to_bdt_rates.delete,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
122,browse_currencies,currencies,operations.currencies.browse,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:639,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
123,read_currencies,currencies,operations.currencies.read,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:639,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
124,edit_currencies,currencies,operations.currencies.edit,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:639,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
125,add_currencies,currencies,operations.currencies.add,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:639,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
126,delete_currencies,currencies,operations.currencies.delete,src/app/Http/Controllers/Admin/VoyagerMyPanelController.php:639,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
127,browse_agencies,agencies,candidate.agencies.browse,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
128,read_agencies,agencies,candidate.agencies.read,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
129,edit_agencies,agencies,candidate.agencies.edit,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
130,add_agencies,agencies,candidate.agencies.add,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
131,delete_agencies,agencies,candidate.agencies.delete,UNVERIFIED: Voyager/BREAD dynamic route or no explicit canonical action,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
132,browse_companies,companies,candidate.companies.browse,src/app/Http/Controllers/Admin/AuthenticationController.php:29 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:619 | src/app/Http/Controllers/Admin/VoyagerReportController.php:741,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
133,read_companies,companies,candidate.companies.read,src/app/Http/Controllers/Admin/AuthenticationController.php:29 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:619 | src/app/Http/Controllers/Admin/VoyagerReportController.php:741,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
134,edit_companies,companies,candidate.companies.edit,src/app/Http/Controllers/Admin/AuthenticationController.php:29 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:619 | src/app/Http/Controllers/Admin/VoyagerReportController.php:741,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
135,add_companies,companies,candidate.companies.add,src/app/Http/Controllers/Admin/AuthenticationController.php:29 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:619 | src/app/Http/Controllers/Admin/VoyagerReportController.php:741,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
136,delete_companies,companies,candidate.companies.delete,src/app/Http/Controllers/Admin/AuthenticationController.php:29 | src/app/Http/Controllers/Admin/VoyagerCandidatesController.php:619 | src/app/Http/Controllers/Admin/VoyagerReportController.php:741,PROPOSED: explicit policy scope required; legacy global scopes/hard-coded roles must be translated,PROPOSED: inherit resource read plus file-specific policy; never infer from URL possession,PROPOSED: separate report.execute/report.export permission where applicable,CONFIRMED legacy permission; PROPOSED stable key/scopes
